Title,Organization,short summary,Skills,Completion Time,Instructor,Ratings,Cost,Level,Link
Introduction to Programming with MATLAB,Vanderbilt University,"You will learn fundamental computer programming concepts such as variables, control structures, functions and many others.,You will learn fundamental computer programming concepts such as variables, control structures, functions and many others.,You will learn about various data types and how to handle them in MATLAB.,You will learn about various data types and how to handle them in MATLAB.,You will learn the powerful support MATLAb provides for working with matrices.,You will learn the powerful support MATLAb provides for working with matrices.,You will learn about file input/output.,You will learn about file input/output.,"," Computer Programming, Matlab, Problem Solving, Programming Principles",3 - 6 Months,Akos Ledeczi,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/matlab
Robotic Process Automation (RPA),UiPath,"Learn the basic concepts of Robotic Process Automation,Learn the basic concepts of Robotic Process Automation,Develop familiarity and deep understanding of UiPath Platform,Develop familiarity and deep understanding of UiPath Platform,Develop the ability to independently design and create automation for business processes.

,Develop the ability to independently design and create automation for business processes.

,,,Prepare to become a Junior RPA Developer. This specialization also prepares you for UiPath Certified Professional - UiRPA.,Prepare to become a Junior RPA Developer. This specialization also prepares you for UiPath Certified Professional - UiRPA.,"," Computer Programming, User Experience Design",3 - 6 Months,UiPath,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/roboticprocessautomation
Google Data Analytics (DE),Google,"Erhalten Sie Einblick in die Praktiken und Prozesse, die in Junior- oder Associate-Positionen in der Datenanalyse im Arbeitsalltag verwendet werden. Erlernen Sie analytische Skills (Datenbereinigung, -analyse, -visualisierung) and Tools (Tabellenkalkulationen, SQL, R-Programmierung, Tableau)"," Design and Product, Data Analysis, Software Engineering, Microsoft Excel, Business Analysis, Computer Programming, SQL",3 - 6 Months,Google Career Certificates,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/professional-certificates/google-data-analytics-de
Fundamentals of Engineering Exam Review,Georgia Institute of Technology,check out the website in given url for more information,check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/fe-exam
Introduction to Calculus,The University of Sydney,"logic,Mathematics,Calculus,"," Algebra, Calculus, Mathematical Theory & Analysis, Mathematics, Problem Solving, Computational Logic, Critical Thinking, Differential Equations, Plot (Graphics), Geometry",3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/learn/introduction-to-calculus
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,"Dolor Assessment,Metabolic Pathways,Vital Signs,Pain Management,", Health,3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/vital-signs
Finding Your Professional Voice: Confidence & Impact,University of London,"Learners will use the embodied voice to engage and connect with an audience is a vital element in dynamic verbal exchange.  ,Learners will use the embodied voice to engage and connect with an audience is a vital element in dynamic verbal exchange.  ,", Communication,3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/finding-your-professional-voice
Building Your Leadership Skills,HEC Paris,"Confidence,Communication,Leadership,Human Resources (HR),"," Human Resources, Leadership Development, Leadership and Management, Communication, Emotional Intelligence, Adaptability, Business Psychology, Entrepreneurship",3 - 6 Months,check out the website in given url for more information,4.6,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/leadership-skills
Akamai Customer Consulting and Support,"Akamai Technologies, Inc.","Basic understanding of Linux and OS management using shell commands. Practical experience working with key networking technology.,Basic understanding of Linux and OS management using shell commands. Practical experience working with key networking technology.,Learn network theory & implement networking tech like TCP/IP, DNS, DHCP, application layer protocols like HTTP(S), VLANs, routing & wireless tech.,Learn network theory & implement networking tech like TCP/IP, DNS, DHCP, application layer protocols like HTTP(S), VLANs, routing & wireless tech.,Create and format web pages using HTML5 and CSS3. Master basic SQL commands for database management and data analysis.,Create and format web pages using HTML5 and CSS3. Master basic SQL commands for database management and data analysis.,Understand security management and create scripts to interact with users and process security events.,Understand security management and create scripts to interact with users and process security events.,"," Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Operating Systems, Risk Management",3 - 6 Months,Shadow Farrell,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/professional-certificates/akamai-customer-consulting-and-support
Uncommon Sense Teaching,Deep Teaching Solutions,"You’ll discover how to bring out the best from your students in diverse teaching environments, where students often have a wide range of abilities.  ,You’ll discover how to bring out the best from your students in diverse teaching environments, where students often have a wide range of abilities.  ,"," Human Learning, Planning, Entrepreneurship",3 - 6 Months,Dr. Terrence Sejnowski,4.9,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/uncommon-sense-teaching-certificate
From Data to Insights with Google Cloud,Google Cloud,"Bigquery,Machine Learning,SQL,Data Visualization,"," Google Cloud Platform, Cloud Computing, SQL, Databases, Data Analysis, Big Data, Cloud Platforms, Data Management, Exploratory Data Analysis, Cloud Storage, Data Model, Machine Learning, Applied Machine Learning, Human Learning, Data Visualization, Machine Learning Software, Database Theory",3 - 6 Months,Google Cloud Training,4.6,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/from-data-to-insights-google-cloud-platform
Six Sigma Black Belt,University System of Georgia,"DMAIC,DMAIC,Organizational Planning and Development, Team Management, and Design for Six Sigma
,Organizational Planning and Development, Team Management, and Design for Six Sigma
,Six Sigma Project implementation process,Six Sigma Project implementation process,"," Leadership and Management, Organizational Development, Strategy and Operations, General Statistics, Probability & Statistics, Operations Management, Process Analysis, Statistical Analysis, Business Analysis, Data Analysis, Project Management, Business Process Management, Performance Management, Basic Descriptive Statistics, Entrepreneurship, Statistical Tests, Problem Solving, Probability Distribution, Statistical Visualization, Strategy, Decision Making, Leadership Development, Planning, Correlation And Dependence, People Management, Communication, Customer Analysis, Marketing, Sales, Supply Chain and Logistics, Business Communication, Conflict Management, Customer Success, Experiment",3 - 6 Months,"David Cook, PhD",4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/six-sigma-black-belt
MLOps | Machine Learning Operations,Duke University,"Master Python fundamentals, MLOps principles, and data management to build and deploy ML models in production environments.,Master Python fundamentals, MLOps principles, and data management to build and deploy ML models in production environments.,Utilize Amazon Sagemaker / AWS, Azure, MLflow, and Hugging Face for end-to-end ML solutions, pipeline creation, and API development.,Utilize Amazon Sagemaker / AWS, Azure, MLflow, and Hugging Face for end-to-end ML solutions, pipeline creation, and API development.,Fine-tune and deploy Large Language Models (LLMs) and containerized models using the ONNX format with Hugging Face.,Fine-tune and deploy Large Language Models (LLMs) and containerized models using the ONNX format with Hugging Face.,Design a full MLOps pipeline with MLflow, managing projects, models, and tracking system features.,Design a full MLOps pipeline with MLflow, managing projects, models, and tracking system features.,"," Amazon Web Services, Applied Machine Learning, Big Data, Cloud Computing, Computer Programming, DevOps, Machine Learning, Machine Learning Software, Microsoft Azure, Python Programming",3 - 6 Months,Noah Gift,4.1,FREE-If you want to add a Verified Certificate check out the price in the website,Advanced,https://www.coursera.org/specializations/mlops-machine-learning-duke
An Introduction to American Law,University of Pennsylvania,"American Law,Common Law,Law,Constitution,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/american-law
Big Data,University of California San Diego,"Big Data,Neo4j,Mongodb,Apache Spark,"," Data Analysis, Big Data, Data Management, Databases, Exploratory Data Analysis, Machine Learning, Data Model, Data Structures, Data Analysis Software, SQL, Data Mining, Apache, Database Design, Extract, Transform, Load, Graph Theory, Probability & Statistics, Statistical Programming, Mathematics, Data Architecture, Data Warehousing, Machine Learning Algorithms, Process Analysis, Leadership and Management, Cloud Computing, PostgreSQL, Python Programming, Statistical Machine Learning, Algorithms, Human Learning",3 - 6 Months,Amarnath Gupta,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/big-data
AI Applications in People Management,University of Pennsylvania,check out the website in given url for more information," Leadership and Management, Machine Learning, People Management, Algorithms, Applied Machine Learning, Human Resources, Machine Learning Algorithms, People Analysis, Decision Making",3 - 6 Months,Prasanna Tambe,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/wharton-ai-applications-people-management
Forensic Accounting and Fraud Examination,West Virginia University,"Fraud Detection,Internal Control,Fraud Investigation,Forensic Accounting,"," Accounting, Audit, Critical Thinking, Financial Accounting, Risk Management, Regulations and Compliance, Data Analysis, Finance, Problem Solving, Financial Analysis",3 - 6 Months,check out the website in given url for more information,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/forensic-accounting
HTML and CSS in depth,Meta,"Create a simple form with a responsive layout using HTML5 and CSS,Create a simple form with a responsive layout using HTML5 and CSS,Create a responsive layout using CSS ,Create a responsive layout using CSS ,Create a UI using Bootstrap,Create a UI using Bootstrap,Implement debugging tools,Implement debugging tools,"," Front-End Web Development, HTML and CSS, Javascript, React (web framework), Web Design, Web Development",3 - 6 Months,Taught by Meta Staff,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/html-and-css-in-depth
Data Modeling in Power BI,Microsoft,"How to form a model using a Star Schema.  ,How to form a model using a Star Schema.  ,How to write calculations DAX to create elements and analysis in Power BI. ,How to write calculations DAX to create elements and analysis in Power BI. ,How to optimize performance in a Power BI model.  ,How to optimize performance in a Power BI model.  ,"," Data Analysis, Data Model, Data Visualization, Power BI",3 - 6 Months, Microsoft,4.1,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/data-modeling-in-power-bi
Food & Beverage Management,Università Bocconi,"Promotion And Marketing Communications,Food Marketing,Marketing,Brand Management,"," Design and Product, Marketing, Business Analysis, Customer Analysis, Product Marketing, Product Strategy, Brand Management, Entrepreneurship, Leadership and Management, Marketing Management, Strategy, Strategy and Operations",3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/food-beverage-management
Developing APIs with Google Cloud's Apigee API Platform,Google Cloud,"Develop a good understanding of Google Cloud's Apigee API platform features and organizational model.,Develop a good understanding of Google Cloud's Apigee API platform features and organizational model.,Learn how to design APIs and deploy them to the Apigee API platform.,Learn how to design APIs and deploy them to the Apigee API platform.,Understand how to productize and publish APIs.,Understand how to productize and publish APIs.,Gain a deep understanding of API security, including OAuth, JSON Web Tokens, and federated identity.,Gain a deep understanding of API security, including OAuth, JSON Web Tokens, and federated identity.,"," Google Cloud Platform, Cloud API, Cloud Computing, Computer Programming, Computer Programming Tools, Software Engineering, Cloud Applications, Software Architecture, Software Engineering Tools, Leadership and Management",3 - 6 Months,Google Cloud Training,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/apigee-api-gcp
The Power of Statistics,Google,"Explore and summarize a dataset ,Explore and summarize a dataset ,Use probability distributions to model data,Use probability distributions to model data,Conduct a hypothesis test to identify insights about data,Conduct a hypothesis test to identify insights about data,Perform statistical analyses using Python ,Perform statistical analyses using Python ,"," General Statistics, Probability Distribution, Python Programming, Statistical Analysis",3 - 6 Months,Google Career Certificates,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Advanced,https://www.coursera.org/learn/the-power-of-statistics
International Security Management,Erasmus University Rotterdam,check out the website in given url for more information," Leadership and Management, Risk Management",3 - 6 Months,check out the website in given url for more information,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/international-security-management
Introduction to Public Relations and the Media,University of Colorado Boulder,"Understand what public relations is and the value it brings to your brand or organization.,Understand what public relations is and the value it brings to your brand or organization.,Apply tenets of public relations theory to your business or organization or to your own personal brand.,Apply tenets of public relations theory to your business or organization or to your own personal brand.,Produce professional public relations materials such as press releases, social media content, and influencer lists for your professional portfolio.,Produce professional public relations materials such as press releases, social media content, and influencer lists for your professional portfolio.,Manage your brand’s reputation and prepare a proactive crisis communication plan for your business or organization. ,Manage your brand’s reputation and prepare a proactive crisis communication plan for your business or organization. ,"," Communication, Public Relations, Media Strategy & Planning, Strategy, Brand Management, Leadership and Management, Marketing, Strategy and Operations, Planning, Social Media, Critical Thinking, Journalism",3 - 6 Months,Erin Willis,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/introduction-to-public-relations-and-the-media
Akamai Network Engineering,"Akamai Technologies, Inc.","Basic understanding of Linux and OS management using shell commands. Practical experience working with key networking technology.,Basic understanding of Linux and OS management using shell commands. Practical experience working with key networking technology.,Learn network theory & implement networking tech like TCP/IP, DNS, DHCP, application layer protocols like HTTP(S), VLANs, routing, & wireless tech.,Learn network theory & implement networking tech like TCP/IP, DNS, DHCP, application layer protocols like HTTP(S), VLANs, routing, & wireless tech.,Master basic SQL commands for database management and data analysis.,Master basic SQL commands for database management and data analysis.,Understand security management and create scripts to interact with users and process security events.,Understand security management and create scripts to interact with users and process security events.,"," Computer Security Incident Management, Mobile Security, Network Architecture, Network Security, Operating Systems, Risk Management",3 - 6 Months,Shadow Farrell,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/professional-certificates/akamai-network-engineering
Chinese for Beginners,Peking University,"Grammar,Communication,Chinese Language,Speech,", Communication,3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/learn-chinese
Interaction Design,University of California San Diego,"Storyboarding,Heuristic Evaluation,R Programming,A/B Testing,"," Probability & Statistics, Experiment, Statistical Tests, Human Computer Interaction, User Experience, R Programming, Statistical Programming, User Experience Design, Data Analysis, General Statistics, Statistical Analysis, User Research, Visual Design, Probability Distribution, Regression, Collaboration",3 - 6 Months,Scott  Klemmer,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/interaction-design
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,"Algorithms,Randomized Algorithm,Sorting Algorithm,Divide And Conquer Algorithms,"," Algorithms, Theoretical Computer Science, Computational Thinking, Computer Programming, Critical Thinking, Mathematics, Problem Solving, Computational Logic, Mathematical Theory & Analysis, Programming Principles",3 - 6 Months,Tim Roughgarden,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/learn/algorithms-divide-conquer
Epidemiology in Public Health Practice,Johns Hopkins University,"Become familiar with the epidemiologic toolset,Become familiar with the epidemiologic toolset,Measure the health of populations ,Measure the health of populations ,Collect and analyze public health surveillance data,Collect and analyze public health surveillance data,Investigate disease outbreaks and epidemics,Investigate disease outbreaks and epidemics,"," Epidemiology, Data Analysis, Data Visualization, Problem Solving, Estimation",3 - 6 Months,"Aruna Chandran, MD, MPH",4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/professional-epidemiology
Sports Marketing,Northwestern University,check out the website in given url for more information," Communication, Marketing",3 - 6 Months,check out the website in given url for more information,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/learn/sports-marketing
Core 1: Hardware and Network Troubleshooting,IBM,"Explain networking infrastructures, describe storage device options, identify network troubleshooting tools, and troubleshoot storage issues. Describe laptop components and accessories and apply troubleshooting methods to laptops, mobile devices, and video and resolution issues. Define motherboard components and CPU types, configure BIOS settings, summarize power supply basics, and trouble shoot these items.", Networking Hardware,3 - 6 Months,IBM Skills Network Team,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Advanced,https://www.coursera.org/learn/core1-hardware-and-network-troubleshooting
Using Public Policy for Social Change,University of Michigan,"Learn to identify and define each step of the public policy-making cycle,Learn to identify and define each step of the public policy-making cycle,How to analyze social issues from a policy perspective,How to analyze social issues from a policy perspective,Learn how advocacy work plays a part in policy-making,Learn how advocacy work plays a part in policy-making,,,", Problem Solving,3 - 6 Months,check out the website in given url for more information,5.0,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/using-public-policy-for-social-change
Google IT Support (Deutsch),Google,"Die nötigen Grundkenntnisse für einen Einstieg in der IT-Branche,Die nötigen Grundkenntnisse für einen Einstieg in der IT-Branche,Ausführung alltäglicher IT-Supportaufgaben, darunter den Zusammenbau von Computern, WLAN-Einrichtung und -verwaltung, Installation von Programmen und Kundenservice,Ausführung alltäglicher IT-Supportaufgaben, darunter den Zusammenbau von Computern, WLAN-Einrichtung und -verwaltung, Installation von Programmen und Kundenservice,Bereitstellung von Kundensupport, von der Identifizierung eines Problems bis hin zu Fehlerbehebung und Debugging,Bereitstellung von Kundensupport, von der Identifizierung eines Problems bis hin zu Fehlerbehebung und Debugging,Beherrschung von Systemen und Konzepten wie Linux, Domain Name Systems, der Befehlszeile und binären Codes,Beherrschung von Systemen und Konzepten wie Linux, Domain Name Systems, der Befehlszeile und binären Codes,"," Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Security, System Security, Operating Systems, Security Engineering, Theoretical Computer Science, Software Security, Communication, Computer Architecture, Strategy and Operations, Cloud Computing, Linux",3 - 6 Months,Onlea support,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/professional-certificates/google-it-de
Réussir le Changement,ESSEC Business School,"Change Management,Communication,Management,Communications Management,"," Change Management, Leadership and Management, Project Management, Strategy, Communication, Strategy and Operations, Organizational Development, People Management, Business Transformation, Performance Management",3 - 6 Months,check out the website in given url for more information,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/reussir-le-changement
Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,Università Bocconi,check out the website in given url for more information," Leadership and Management, Organizational Development, Strategy, Strategy and Operations, Business Transformation, Critical Thinking, Business Process Management, Change Management, Employee Relations, Innovation",3 - 6 Months,check out the website in given url for more information,4.6,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/corp-sustainability
Sports Performance Analytics,University of Michigan,"Understand how to construct predictive models to anticipate team and player performance.,Understand how to construct predictive models to anticipate team and player performance.,Understand the science behind athlete performance and game prediction.,Understand the science behind athlete performance and game prediction.,Engage in a practical way to apply their Python, statistics, or predictive modeling skills.,Engage in a practical way to apply their Python, statistics, or predictive modeling skills.,"," Data Analysis, Python Programming, Statistical Analysis, General Statistics, Probability & Statistics, Statistical Programming, Regression, Exploratory Data Analysis, Statistical Tests, Basic Descriptive Statistics, Computer Programming, Machine Learning Algorithms",3 - 6 Months,Stefan Szymanski,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/sports-analytics
Financial Accounting Fundamentals,University of Virginia,"How to use journal entries to record transactions and prepare and use t-accounts to summarize transactions recorded during an accounting period,How to use journal entries to record transactions and prepare and use t-accounts to summarize transactions recorded during an accounting period,The three most commonly used financial statements and how they fit together,The three most commonly used financial statements and how they fit together,How to prepare these financial statements based on transactions recorded during an accounting period,How to prepare these financial statements based on transactions recorded during an accounting period,How to draw basic conclusions about a company's financial health,How to draw basic conclusions about a company's financial health,"," Account Management, Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Cost Accounting, Payments",3 - 6 Months,Luann J. Lynch,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/uva-darden-financial-accounting
Deploying Machine Learning Models in Production,DeepLearning.AI,"Model Registries,TensorFlow Serving,Generate Data Protection Regulation (GDPR),Model Monitoring,Machine Learning Operations (MLOps),"," Applied Machine Learning, DevOps, Devops Tools, Machine Learning, Machine Learning Software, Cloud Computing, Cloud Infrastructure, Other Cloud Platforms and Tools, Performance Management, Strategy and Operations, Tensorflow, Kubernetes",3 - 6 Months,Laurence Moroney,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Advanced,https://www.coursera.org/learn/deploying-machine-learning-models-in-production
.NET FullStack Developer,Board Infinity ,"Master .NET full stack web dev: from .NET core basics to advanced web application creation using .NET technologies. Dive into React frontend development: from foundational HTML & CSS to dynamic UI design using JavaScript and React's core concepts.Explore backend with ASP.NET: Understand ASP.net Core architecture, MVC patterns, and build RESTful web APIs with integrated front-end applications."," Computer Programming, Javascript, React (web framework)",3 - 6 Months,Board Infinity,4.1,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/dot-net-fullstack
Health Informatics,Johns Hopkins University,"Articulate a coherent problem definition of, and a plan for addressing, a health informatics problem. ,Articulate a coherent problem definition of, and a plan for addressing, a health informatics problem. ,Answer a health informatics problem through data retrieval and analysis.,Answer a health informatics problem through data retrieval and analysis.,Design a health informatics solution for decision support.,Design a health informatics solution for decision support.,Create a change management and deployment plan for a health informatics intervention.,Create a change management and deployment plan for a health informatics intervention.,"," Leadership and Management, Data Analysis, Data Management, Clinical Data Management, Decision Making, Systems Design, Data Model, Data Structures, Databases, User Experience, Change Management, Critical Thinking, Strategy and Operations, Big Data, Data Analysis Software, Database Design, Database Theory, Project Management, Data Science, Health",3 - 6 Months,Sam Meiselman,4.4,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/health-informatics
Advanced Machine Learning on Google Cloud,Google Cloud,"Tensorflow,Convolutional Neural Network,Estimator,Advanced Machine Learning,"," Machine Learning, Google Cloud Platform, Applied Machine Learning, Human Learning, Machine Learning Algorithms, Natural Language Processing, Machine Learning Software, Cloud Computing, Artificial Neural Networks, Tensorflow, Cloud Platforms",3 - 6 Months,Google Cloud Training,4.5,FREE-If you want to add a Verified Certificate check out the price in the website,Advanced,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp
Design of Industrial Piping Systems,L&T EduTech,"Learners can predict optimum pipe diameter for a given service(s) & its operating conditions for both single-phase and two-phase liquid flow to meet pressure drop constraints. ,Learners can predict optimum pipe diameter for a given service(s) & its operating conditions for both single-phase and two-phase liquid flow to meet pressure drop constraints. ,Learners can determine the pipe wall thickness for a given process condition, select the appropriate schedule number, and develop the pipe material specification sheet. ,Learners can determine the pipe wall thickness for a given process condition, select the appropriate schedule number, and develop the pipe material specification sheet. ,Learners can perform the flexibility analysis and recommend the optimum pipe routing with proper pipe supports and hangers.,Learners can perform the flexibility analysis and recommend the optimum pipe routing with proper pipe supports and hangers.,",check out the website in given url for more information,3 - 6 Months,Subject Matter Expert,4.4,FREE-If you want to add a Verified Certificate check out the price in the website,Intermediate,https://www.coursera.org/specializations/design-of-industrial-piping-systems
International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,check out the website in given url for more information,check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Mixed,https://www.coursera.org/learn/arbitration-international-disputes
Mathematics for Engineers,The Hong Kong University of Science and Technology,"How to work with matrices and understand some fundamental concepts from linear algebra.,How to work with matrices and understand some fundamental concepts from linear algebra.,How to solve differential equations and apply them to model physical phenomena.,How to solve differential equations and apply them to model physical phenomena.,How to extend single variable calculus to three dimensions and differentiate and integrate scalar and vector fields.,How to extend single variable calculus to three dimensions and differentiate and integrate scalar and vector fields.,How to analyze basic numerical techniques and write scientific computation programs in MATLAB.,How to analyze basic numerical techniques and write scientific computation programs in MATLAB.,"," Mathematics, Calculus, Linear Algebra, Mathematical Theory & Analysis, Algebra, Differential Equations, Critical Thinking, Problem Solving, Computer Programming, Applied Mathematics, Computational Thinking, Matlab, Data Analysis, Continuous Integration, Geometry, Machine Learning Software, Operational Analysis, Process Analysis, Data Science",3 - 6 Months,Jeffrey R. Chasnov,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/mathematics-engineers
Suporte em TI do Google,Google,"Criptografía,Segurança de rede,Cibersegurança,Segurança de redes sem fio,Código binario,Soporte al cliente,Linux,Solución de problemas,Ipv4,Resolução de problemas,Modelo de rede,Sistema de Nomes de Domínio (DNS),Backups,Diretórios do LDAP,Serviço de Diretórios,Powershell,Sistemas de Arquivos do Linux,Interface de comando,View all skills,"," Computer Networking, Network Security, Communication, Computer Architecture, Customer Support, Network Architecture, Operating Systems, Networking Hardware, Security Engineering, Network Model, Cloud Computing, Software As A Service, System Security, Theoretical Computer Science, Network Analysis, Software Security, Cryptography, Security Software, Human Computer Interaction, Computer Security Incident Management, Linux, Problem Solving",3 - 6 Months,Onlea support,4.9,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/professional-certificates/suporte-em-ti-do-google
A life with ADHD,University of Geneva," Understand what ADHD is and the challenges related to this disorder  , Understand what ADHD is and the challenges related to this disorder  , Familiarize yourself with the diagnostic and therapeutic issues of this disorder  , Familiarize yourself with the diagnostic and therapeutic issues of this disorder  , Know the biological, psychological and environmental interventions  , Know the biological, psychological and environmental interventions  ,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,4.7,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/life-with-adhd
Integrative Health and Medicine,University of Minnesota,"Assess  the current and potential role for integrative therapies in health and healthcare, including your own workplace. Assess if a therapy is appropriate, Educate patients about  benefit and risk, Administer or advise on use, and Evaluate if the therapy was useful."," Writing, Leadership and Management",3 - 6 Months,"Robin Austin, DNP, DC",4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/integrative-health-and-medicine
The Science of Well-Being for Teens,Yale University,"You will learn what psychological science has to say about living the good life,You will learn what psychological science has to say about living the good life,You will engage in evidence-based behaviors proven to boost mood,You will engage in evidence-based behaviors proven to boost mood,",check out the website in given url for more information,3 - 6 Months,check out the website in given url for more information,4.9,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/the-science-of-well-being-for-teens
Evaluations of AI Applications in Healthcare,Stanford University,"Principles and practical considerations for integrating AI into clinical workflows,Principles and practical considerations for integrating AI into clinical workflows,Best practices of AI applications to promote fair and equitable healthcare solutions,Best practices of AI applications to promote fair and equitable healthcare solutions,Challenges of regulation of AI applications and which components of a model can be regulated,Challenges of regulation of AI applications and which components of a model can be regulated,What standard evaluation metrics do and do not provide,What standard evaluation metrics do and do not provide,",check out the website in given url for more information,3 - 6 Months,Tina Hernandez-Boussard,4.6,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/learn/evaluations-ai-applications-healthcare
Administración de Empresas,Universidad de Palermo,"Importancia del desarrollo estratégico y del marketing.,Importancia del desarrollo estratégico y del marketing.,Sistemas ágiles de gestión.,Sistemas ágiles de gestión.,Herramientas para comprender el contexto. Utilización de información contable y financiera.,Herramientas para comprender el contexto. Utilización de información contable y financiera.,"," Strategy, Leadership and Management, Marketing, Organizational Development, Planning, Econometrics, Negotiation, Strategy and Operations, Business Communication, Communication, Decision Making, Probability & Statistics, Process Analysis, Adaptability, Business Intelligence, Collaboration, Persona Research, Probability Distribution, Accounting, Calculus, Change Management, Culture, Human Resources, Innovation, Marketing Management, Project Management, Account Management, Brand Management, General Statistics, Marketing Design, Behavioral Economics, Business Process Management, Customer Analysis, Finance, Market Research, Operations Research, Business, Professional Development",3 - 6 Months,Esteban Maccari,4.8,FREE-If you want to add a Verified Certificate check out the price in the website,Beginner,https://www.coursera.org/specializations/administracion-de-empresas
