Title,Link,Organization,Instructor,Skills,Ratings,Review counts,Cost,Enrolled,Level,Cerification,Completion Time,,Decription
Business English Communication Skills,https://www.coursera.org/specializations/business-english,University of Washington,Richard Moore," Business Communication, Communication, Leadership and Management, Planning, Negotiation, Writing, People Management, Professional Development, Business Intelligence, Strategy, Business Development, Decision Making, Organizational Development, Project Management, Public Relations, People Analysis, Customer Relationship Management, Basic Descriptive Statistics, Data Analysis, Human Resources, Visualization (Computer Graphics), Data Visualization",4.8,3282,Free,135436,Intermediate,Specialization,3 - 6 Months,,"Business Plan,English Language,Meeting,Presentation,"
Removing Barriers to Change,https://www.coursera.org/learn/removing-barriers-to-change,University of Pennsylvania,," Business Psychology, Change Management, Leadership and Management, Problem Solving, Strategy, Behavioral Economics, Influencing, Marketing, Organizational Development, Strategy and Operations",4.9,,Free,0,Beginner,Course,3 - 6 Months,,
Economics of Money and Banking,https://www.coursera.org/learn/money-banking,Columbia University,," Banking, Finance",4.9,,Free,0,Mixed,Course,3 - 6 Months,,
AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,University of Pennsylvania,Michael R Roberts," Business Analysis, Machine Learning, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Statistical Machine Learning, User Experience",4.7,210,Free,11643,Mixed,Course,3 - 6 Months,,
PwC GST Taxation Executive,https://www.coursera.org/professional-certificates/pwc-gst-taxation-executive,PwC India,Tax Academy," Leadership and Management, Finance, Financial Analysis, Taxes, Problem Solving",4.6,62,Free,4657,Beginner,Professional Certificate,3 - 6 Months,,"Learn the fundamentals of GST and its applicability on a transaction.,Learn the fundamentals of GST and its applicability on a transaction.,Understand when, where and how much tax needs to be paid. Analyze whether input tax credit will be available.,Understand when, where and how much tax needs to be paid. Analyze whether input tax credit will be available.,Learn to obtain GST registration, and prepare, and file returns on the government portal. Undertake reconciliations for filing of returns.,Learn to obtain GST registration, and prepare, and file returns on the government portal. Undertake reconciliations for filing of returns.,Learn to generate E-invoices and E-waybill. Maintain accounts and records to be ready for assessments and audits.,Learn to generate E-invoices and E-waybill. Maintain accounts and records to be ready for assessments and audits.,"
Social Psychology,https://www.coursera.org/learn/social-psychology,Wesleyan University,,,4.7,,Free,0,Beginner,Course,3 - 6 Months,,
Convolutional Neural Networks in TensorFlow,https://www.coursera.org/learn/convolutional-neural-networks-tensorflow,DeepLearning.AI,Laurence Moroney," Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Human Learning, Tensorflow, Python Programming, Machine Learning Software",4.7,8040,Free,144979,Intermediate,Course,3 - 6 Months,,"Handle real-world image data,Handle real-world image data,Plot loss and accuracy,Plot loss and accuracy,Explore strategies to prevent overfitting, including augmentation and dropout,Explore strategies to prevent overfitting, including augmentation and dropout,Learn transfer learning and how learned features can be extracted from models,Learn transfer learning and how learned features can be extracted from models,,,"
Managerial Accounting Fundamentals,https://www.coursera.org/learn/uva-darden-managerial-accounting,University of Virginia,," Accounting, Cost Accounting, Leadership and Management, Management Accounting, Account Management, Financial Accounting, Budget Management, General Accounting, Critical Thinking, Generally Accepted Accounting Principles (GAAP)",4.8,,Free,0,Beginner,Course,3 - 6 Months,,"Different types of costs and how they are represented graphically,Different types of costs and how they are represented graphically,Cost-volume-profit analyses to answer questions around breaking even and generating profit,Cost-volume-profit analyses to answer questions around breaking even and generating profit,How to calculate and allocate overhead rates within both traditional and activity-based cost allocation systems,How to calculate and allocate overhead rates within both traditional and activity-based cost allocation systems,How to distinguish costs and benefits that are relevant from those that are irrelevant for a given management decision,How to distinguish costs and benefits that are relevant from those that are irrelevant for a given management decision,"
Statistics with Python,https://www.coursera.org/specializations/statistics-with-python,University of Michigan,Brenda Gunderson," General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Statistical Tests, Basic Descriptive Statistics, Probability Distribution, Python Programming, Statistical Visualization, Statistical Programming, Mathematics, Plot (Graphics), Regression, Correlation And Dependence, Data Visualization, Exploratory Data Analysis, Computer Programming, Data Model, Bayesian Statistics",4.6,2784,Free,81336,Beginner,Specialization,3 - 6 Months,,"Create and interpret data visualizations using the Python programming language and associated packages & libraries,Create and interpret data visualizations using the Python programming language and associated packages & libraries,Apply and interpret inferential procedures when analyzing real data,Apply and interpret inferential procedures when analyzing real data,Apply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques),Apply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques),Understand importance of connecting research questions to data analysis methods.,Understand importance of connecting research questions to data analysis methods.,"
Investment and Portfolio Management,https://www.coursera.org/specializations/investment-portolio-management,Rice University,Arzu Ozoguz," Finance, Investment Management, Financial Analysis, Leadership and Management, Risk Management, Behavioral Economics, Probability & Statistics, Market Analysis, Mathematics, Statistical Tests, Business Psychology, Correlation And Dependence, Mathematical Theory & Analysis",4.5,2069,Free,66145,Beginner,Specialization,3 - 6 Months,,"Performance Attribution,Behavioral Finance,Financial Markets,Behavioral Economics,"
Introduction to Philosophy,https://www.coursera.org/learn/philosophy,The University of Edinburgh,,,4.7,,Free,0,Mixed,Course,3 - 6 Months,,
Cybersecurity Operations Fundamentals,https://www.coursera.org/specializations/cbrops,Cisco Learning and Certifications,Cisco Learning & Certifications," Network Security, Operations Management",4.8,213,Free,9576,Beginner,Specialization,3 - 6 Months,,"The concepts behind TCP/IP networking communication,The concepts behind TCP/IP networking communication,The basics of networking communication, common attack vectors, and malicious activities,The basics of networking communication, common attack vectors, and malicious activities,The patterns of suspicious behaviors typically encountered when working in a Security Operations Center (SOC),The patterns of suspicious behaviors typically encountered when working in a Security Operations Center (SOC),"
PostgreSQL for Everybody,https://www.coursera.org/specializations/postgresql-for-everybody,University of Michigan,Charles Russell Severance," SQL, Databases, Database Design, PostgreSQL, Database Application, Data Management, Database Theory, Data Structures, Python Programming, Data Architecture, NoSQL, Data Model, Natural Language Processing",4.7,988,Free,25910,Intermediate,Specialization,3 - 6 Months,,"How to use the PostgreSQL database effectively,How to use the PostgreSQL database effectively,Explore database design principles,Explore database design principles,Dive into database architecture and deployment strategies,Dive into database architecture and deployment strategies,Compare and contrast SQL and NoSQL database design approaches and acquire skills applicable to data mining and application development,Compare and contrast SQL and NoSQL database design approaches and acquire skills applicable to data mining and application development,,,"
"Food Sustainability, Mindful Eating, and Healthy Cooking",https://www.coursera.org/specializations/food-sustainability-mindful-eating-healthy-cooking,Stanford University,"Maya Adam, MD", Leadership and Management,4.8,429,Free,7389,Beginner,Specialization,3 - 6 Months,,"Make more environmentally sustainable food choices,Make more environmentally sustainable food choices,Eat mindfully and rebuild your relationship with food,Eat mindfully and rebuild your relationship with food,Cook using simple, fresh ingredients for health and enjoyment,Cook using simple, fresh ingredients for health and enjoyment,"
Corporate Strategy,https://www.coursera.org/learn/corporatestrategy,University of London,," Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Finance, Mergers & Acquisitions, Business Development",4.8,,Free,0,Beginner,Course,3 - 6 Months,,
Object Oriented Programming,https://www.coursera.org/specializations/object-oriented-programming-s12n,University of London,Dr Matthew Yee-King, Computer Programming,4.7,76,Free,4065,Intermediate,Specialization,3 - 6 Months,,"Software Engineering,Computer Programming,C++,"
Foundational Finance for Strategic Decision Making,https://www.coursera.org/specializations/foundational-finance,University of Michigan,Gautam Kaul," Finance, Financial Analysis, Financial Management, Investment Management, Decision Making, Leadership and Management, Business Analysis, Critical Thinking, Financial Accounting, Payments, Accounting, Market Analysis, Microsoft Excel, Planning, Problem Solving, Strategy and Operations, Mathematics",4.7,864,Free,8384,Beginner,Specialization,3 - 6 Months,,"Understand the sources of value of companies,Understand the sources of value of companies,Evaluate the cash flows of a project,Evaluate the cash flows of a project,Evaluate the risk of a project,Evaluate the risk of a project,Value a project and a strategy,Value a project and a strategy,,,"
Google IT Support,https://www.coursera.org/professional-certificates/support-informatique-google,Google,Onlea support," Leadership and Management, Business Analysis, Design and Product, Strategy, Strategy and Operations, Decision Making, Data Analysis, Cloud Computing, Databases, Network Security, Data Management, Security Software, Communication, Computer Networking, Critical Thinking, Business Development, Planning, Operating Systems, Linux, Problem Solving, System Software",4.5,208,Free,8150,Beginner,Professional Certificate,3 - 6 Months,,"Obtenez les compétences nécessaires pour réussir dans un emploi de débutant en informatique,Obtenez les compétences nécessaires pour réussir dans un emploi de débutant en informatique,Apprenez l’assemblage d’ordinateurs, le réseautage sans fil, l’installation de programmes et le service client,Apprenez l’assemblage d’ordinateurs, le réseautage sans fil, l’installation de programmes et le service client,Apprenez à fournir un support client de bout en bout, depuis l’identification des problèmes jusqu’au dépannage et au débogage,Apprenez à fournir un support client de bout en bout, depuis l’identification des problèmes jusqu’au dépannage et au débogage,Apprenez à utiliser des systèmes tels que Linux, les systèmes de noms de domaine, l’interface de ligne de commande et à comprendre le code binaire,Apprenez à utiliser des systèmes tels que Linux, les systèmes de noms de domaine, l’interface de ligne de commande et à comprendre le code binaire,"
Civic Engagement in American Democracy,https://www.coursera.org/learn/civic-engagement-american-democracy,Duke University,, Leadership and Management,4.8,,Free,0,Beginner,Course,3 - 6 Months,,
"Aspectos básicos: Datos, datos, en todas partes",https://www.coursera.org/learn/aspectos-basicos-datos-datos-en-todas-partes,Google,Google Career Certificates," Data Analysis, Databases, Business Analysis, Data Management, Exploratory Data Analysis, Process Analysis, Data Analysis Software, Data Structures, SQL, Spreadsheet Software, Strategy, Microsoft Excel",4.8,6018,Free,114722,Beginner,Course,3 - 6 Months,,"Definir y explicar los conceptos clave involucrados en el análisis de datos, incluidos datos, análisis de datos y ecosistema de datos.,Definir y explicar los conceptos clave involucrados en el análisis de datos, incluidos datos, análisis de datos y ecosistema de datos.,Llevar a cabo una autoevaluación del pensamiento analítico con ejemplos específicos de su aplicación.,Llevar a cabo una autoevaluación del pensamiento analítico con ejemplos específicos de su aplicación.,Analizar el papel de las hojas de cálculo, los lenguajes de consulta y las herramientas de visualización de datos en el análisis de datos.,Analizar el papel de las hojas de cálculo, los lenguajes de consulta y las herramientas de visualización de datos en el análisis de datos.,Describir el papel de un analista de datos con referencia específica a empleos o puestos de trabajo.,Describir el papel de un analista de datos con referencia específica a empleos o puestos de trabajo.,"
Introduction to Clinical Data,https://www.coursera.org/learn/introduction-clinical-data,Stanford University,Nigam Shah," Data Analysis, Data Mining",4.7,289,Free,18970,Beginner,Course,3 - 6 Months,,"How to apply a framework for medical data mining,How to apply a framework for medical data mining,Ethical use of data in healthcare decisions,Ethical use of data in healthcare decisions,How to make use of data that may be inaccurate in systematic ways,How to make use of data that may be inaccurate in systematic ways,What makes a good research question and how to construct a data mining workflow answer it,What makes a good research question and how to construct a data mining workflow answer it,"
Hands-on Introduction to Linux Commands and Shell Scripting,https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting,IBM,Rav Ahuja, Linux,4.7,1104,Free,89624,Beginner,Course,3 - 6 Months,,"Describe the Linux architecture and common Linux distributions and update and install software on a Linux system. ,Describe the Linux architecture and common Linux distributions and update and install software on a Linux system. ,Perform common informational, file, content, navigational, compression, and networking commands in Bash shell. ,Perform common informational, file, content, navigational, compression, and networking commands in Bash shell. ,Develop shell scripts using Linux commands, environment variables, pipes, and filters.,Develop shell scripts using Linux commands, environment variables, pipes, and filters.,Schedule cron jobs in Linux with crontab and explain the cron syntax.  ,Schedule cron jobs in Linux with crontab and explain the cron syntax.  ,"
"Modern Robotics:  Mechanics, Planning, and Control",https://www.coursera.org/specializations/modernrobotics,Northwestern University,Kevin Lynch," Mathematics, Linear Algebra, Algebra, Geometry, Computer Programming, Mathematical Theory & Analysis, Computer Programming Tools, Matlab, Python Programming, Algorithms, Critical Thinking, Problem Solving, Differential Equations, Graph Theory, Spatial Analysis, Planning, Supply Chain and Logistics",4.7,906,Free,28518,Intermediate,Specialization,3 - 6 Months,,
Coding for Everyone: C and C++,https://www.coursera.org/specializations/coding-for-everyone,"University of California, Santa Cruz",Ira Pohl," C Programming Language Family, Computer Programming, Programming Principles, Algorithms, Data Structures, C++ Programming, Computational Logic, Computer Programming Tools, Computational Thinking, Critical Thinking, Mathematics, Problem Solving, Graph Theory, Theoretical Computer Science, Software Engineering",4.5,2865,Free,120939,Beginner,Specialization,3 - 6 Months,,"Write and debug code in C and C++ programming languages,Write and debug code in C and C++ programming languages,Understand algorithms, and how to properly express them,Understand algorithms, and how to properly express them,"
Developing AI Applications with Python and Flask,https://www.coursera.org/learn/python-project-for-ai-application-development,IBM,Abhishek Gagneja," Software Testing, Application Development, Computer Programming, Python Programming",4.4,612,Free,64161,Intermediate,Course,3 - 6 Months,,"Describe the steps and processes involved in creating a Python application including the application development lifecycle ,Describe the steps and processes involved in creating a Python application including the application development lifecycle ,Create Python modules, run unit tests, and package applications while ensuring the PEP8 coding best practices,Create Python modules, run unit tests, and package applications while ensuring the PEP8 coding best practices,Explain the features of Flask and deploy applications on the web using the Flask framework,Explain the features of Flask and deploy applications on the web using the Flask framework,Create and deploy an AI-based application onto a web server using IBM Watson AI Libraries and Flask,Create and deploy an AI-based application onto a web server using IBM Watson AI Libraries and Flask,"
Marine Biology,https://www.coursera.org/learn/marine-biology,American Museum of Natural History,,,4.8,,Free,0,Beginner,Course,3 - 6 Months,,
Child Nutrition and Cooking,https://www.coursera.org/learn/childnutrition,Stanford University,,,4.8,,Free,0,Beginner,Course,3 - 6 Months,,"Nutrition,Organic Food,Food Safety,Food Science,"
Dynamic Public Speaking,https://www.coursera.org/specializations/public-speaking,University of Washington,Dr. Matt McGarrity," Communication, Critical Thinking, Public Relations, Strategy, Decision Making, Human Learning, Leadership and Management, People Analysis, People Development, Planning, Problem Solving, Professional Development, Process Analysis, Storytelling, Emotional Intelligence, Writing, Influencing, Organizational Development, Creativity, Leadership Development, Performance Management, Adaptability",4.7,1205,Free,75480,Beginner,Specialization,3 - 6 Months,,"Substantial increase your confidence and presence as a dynamic speaker. ,Substantial increase your confidence and presence as a dynamic speaker. ,  Develop delivery techniques for voice, movement, and gesture that engage audiences. ,  Develop delivery techniques for voice, movement, and gesture that engage audiences. ,Prepare effective speeches for various purposes (informative, persuasive, praise), occasions (workplace, special events, etc.), and audiences.  ,Prepare effective speeches for various purposes (informative, persuasive, praise), occasions (workplace, special events, etc.), and audiences.  ,  Master speechwriting techniques for storytelling, argument, style, topic framing, and discussing evidence.  ,  Master speechwriting techniques for storytelling, argument, style, topic framing, and discussing evidence.  ,"
Strategic Management and Innovation,https://www.coursera.org/specializations/strategic-management,Copenhagen Business School,Robert Austin," Leadership and Management, Strategy, Strategy and Operations, Business Development, Organizational Development, Decision Making, Marketing, Planning, Critical Thinking, Entrepreneurship, Sales, Business Transformation, Communication, Product Strategy, Operations Management, Performance Management, Change Management",4.7,3667,Free,52915,Beginner,Specialization,3 - 6 Months,,"Strategic Management,Strategy Implementation,Strategic Thinking,Business Strategy,"
Behavioral Finance,https://www.coursera.org/learn/duke-behavioral-finance,Duke University,," Behavioral Economics, Business Psychology, Critical Thinking, Decision Making, Finance, Investment Management, People Analysis, Probability & Statistics, Problem Solving, Strategy",4.4,,Free,0,Beginner,Course,3 - 6 Months,,"Decision-Making,Behavioral Finance,Finance,Cognitive Bias,Behavioral Economics,"
Fundamentals of Accounting,https://www.coursera.org/specializations/accounting-fundamentals,University of Illinois at Urbana-Champaign,"Gary Hecht, Ph.D."," Accounting, Financial Analysis, Cost Accounting, Management Accounting, Financial Accounting, Leadership and Management, General Accounting, Finance, Account Management, Financial Management, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Business Analysis, Decision Making, Data Analysis, Entrepreneurship, Strategy and Operations",4.6,1038,Free,30009,Beginner,Specialization,3 - 6 Months,,"Income Statement,Cost,Financial Statement,Balance Sheet,"
Exploratory Data Analysis for Machine Learning,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,IBM,Joseph Santarcangelo," Data Analysis, Exploratory Data Analysis, Machine Learning, Statistical Machine Learning, Feature Engineering, General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis Software, Data Structures",4.6,1627,Free,90732,Intermediate,Course,3 - 6 Months,,"Artificial Intelligence (AI),Machine Learning,Feature Engineering,Statistical Hypothesis Testing,Exploratory Data Analysis,"
Business Analytics,https://www.coursera.org/specializations/analytics,University of Illinois at Urbana-Champaign,Unnati Narang," Data Analysis, Business Analysis, R Programming, Data Visualization, Exploratory Data Analysis, Data Analysis Software, Machine Learning, Statistical Machine Learning, Data Management, Interactive Data Visualization, Statistical Programming, Algorithms, Data Model, Extract, Transform, Load, Accounting, Communication, Customer Analysis, Data Mining, Data Visualization Software, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Statistical Analysis, Audit, Market Research, Marketing, Natural Language Processing, Regression, Visual Design, Visualization (Computer Graphics), Accounting Software, General Statistics, Market Analysis, Computer Programming",4.6,141,Free,14088,Beginner,Specialization,3 - 6 Months,,"Data Analysis,Analytics,Machine Learning,Rstudio,power bi,"
Introduction to Project Management,https://www.coursera.org/learn/introduction-to-project-management,IBM,Rav Ahuja," Leadership and Management, Project Management",4.8,656,Free,42210,Beginner,Course,3 - 6 Months,,"Explain project management, its benefits, and the role it plays in projects,Explain project management, its benefits, and the role it plays in projects,Describe who project managers work with, different project management methodologies, and recent trends in project management,Describe who project managers work with, different project management methodologies, and recent trends in project management,Summarize the typical responsibilities of a project manager and the skill sets needed to fulfill those responsibilities ,Summarize the typical responsibilities of a project manager and the skill sets needed to fulfill those responsibilities ,Compare and contrast different industries, paths, and possible career progressions available to project management professionals,Compare and contrast different industries, paths, and possible career progressions available to project management professionals,"
Marketing Strategy,https://www.coursera.org/specializations/marketing-strategy,IE Business School,Ignacio Gafo," Marketing, Market Analysis, Strategy, Marketing Management, Market Research, Product Marketing, Brand Management, Customer Analysis, Media Strategy & Planning, Product Strategy, Strategy and Operations, People Analysis, Decision Making, B2B Sales, Process Analysis, Risk Management, Business Research, Data Analysis, Planning, Communication",4.5,3560,Free,62368,Beginner,Specialization,3 - 6 Months,,"Marketing Plan,Market Research,Positioning (Marketing),Value Proposition,"
Design Thinking,https://www.coursera.org/specializations/uva-darden-design-thinking,University of Virginia,Jeanne M. Liedtka," Leadership and Management, Innovation, Problem Solving, Strategy, Strategy and Operations, Research and Design, Communication, User Experience, Critical Thinking, Human Learning",4.6,53,Free,4421,Beginner,Specialization,3 - 6 Months,,"How to complete a 14-Step process to solve human-centered problems,How to complete a 14-Step process to solve human-centered problems, How to use important design tools to connect with customers, How to use important design tools to connect with customers, How to deepen your practice through six key phases of the design thinking process, How to deepen your practice through six key phases of the design thinking process,"
"Introduction to Biology: Ecology, Evolution, & Biodiversity",https://www.coursera.org/specializations/introduction-to-biology,Rice University,Scott Solomon,,4.9,83,Free,3826,Beginner,Specialization,3 - 6 Months,,"Recording observations,Ecosystem Model,Examining ideas,Interpreting phylogenetic trees,Inspecting specimens,Researching scientific articles,Identifying species,Interdisciplinary thinking,Communicating scientific ideas,Concept mapping and visualization,View all skills,"
C# Programming for Unity Game Development,https://www.coursera.org/specializations/programming-unity-game-development,University of Colorado System,"Dr. Tim ""Dr. T"" Chamillard"," Computer Programming, Programming Principles, Problem Solving, Software Engineering, C Programming Language Family, Computer Programming Tools, Critical Thinking, Leadership and Management, Mathematics, Data Structures",4.6,2319,Free,18198,Beginner,Specialization,3 - 6 Months,,"Crt0,For Loop,Console Applications,Foreach Loop,Video Game Development,C Sharp (C#) (Programming Language),Unity (User Interface),Game Programming,"
Real-World Product Management,https://www.coursera.org/specializations/real-world-product-management,Advancing Women in Tech,Nancy Wang," Leadership and Management, Product Strategy, Product Management, Strategy, Marketing, Strategy and Operations, Design and Product, Product Marketing, Business Process Management, Customer Success",4.5,772,Free,20866,Beginner,Specialization,3 - 6 Months,,"How elite PMs work backward from their customers using personas, interviews, journeys; PRDs, PRFAQs; MPVs, market sizing, and competitive analyses.,How elite PMs work backward from their customers using personas, interviews, journeys; PRDs, PRFAQs; MPVs, market sizing, and competitive analyses.,How elite PMs show their success using velocity, KPIs, OKRs, North Stars, A/B/n tests, NPS, CSAT, CES, cohort analyses, LTV, pricing, and financials.,How elite PMs show their success using velocity, KPIs, OKRs, North Stars, A/B/n tests, NPS, CSAT, CES, cohort analyses, LTV, pricing, and financials.,Lead and work with customers, engineers, designers, data scientists, AI, and ML! Practice technical skills asked by Amazon, Google, and Microsoft.,Lead and work with customers, engineers, designers, data scientists, AI, and ML! Practice technical skills asked by Amazon, Google, and Microsoft.,Ace PM interviews! Train using real PM interview questions. Using our app, practice on hundreds asked by Amazon, Google, Facebook, and Microsoft.,Ace PM interviews! Train using real PM interview questions. Using our app, practice on hundreds asked by Amazon, Google, Facebook, and Microsoft.,"
C Programming for Everybody,https://www.coursera.org/specializations/c-programming-for-everybody,University of Michigan,Charles Russell Severance, Computer Programming,5,14,Free,2043,Intermediate,Specialization,3 - 6 Months,,"Understand how a programming language leads to software portability,Understand how a programming language leads to software portability,Learn to write simple C Programs ,Learn to write simple C Programs ,Learn to build a simple implementation of a Python object,Learn to build a simple implementation of a Python object,"
Version Control,https://www.coursera.org/learn/introduction-to-version-control,Meta,Taught by Meta Staff," Collaboration, Linux, Software Engineering, Software Engineering Tools, Web Development",4.6,2918,Free,129647,Beginner,Course,3 - 6 Months,,"Implement Version Control systems ,Implement Version Control systems ,Navigate and configure using the command line ,Navigate and configure using the command line ,Use a GitHub repository. Create a GitHub repository,Use a GitHub repository. Create a GitHub repository,Manage code revisions,Manage code revisions,"
Software Development Lifecycle,https://www.coursera.org/specializations/software-development-lifecycle,University of Minnesota,Kevin Wendt," Software Engineering, Design and Product, Agile Software Development, Problem Solving, Software Architecture, Software Testing, Leadership and Management, Project Management, Scrum (Software Development), Software Engineering Tools, Continuous Delivery, Organizational Development, Product Development, User Experience, Application Development, Planning, Product Management, Collaboration, Estimation, Computer Programming, Search Engine Optimization",4.7,2200,Free,59363,Intermediate,Specialization,3 - 6 Months,,"Critically analyze software engineering development processes from our four selected development philosophies (traditional, secure, agile, and lean),Critically analyze software engineering development processes from our four selected development philosophies (traditional, secure, agile, and lean),Describe the trade-offs among the philosophies with respect to environmental, organizational, and product constraints,Describe the trade-offs among the philosophies with respect to environmental, organizational, and product constraints,Discuss the workings of exemplary processes within each of the given philosophies,Discuss the workings of exemplary processes within each of the given philosophies,Perform activities within each of the four aforementioned philosophies and explain how they satisfy the principles of the given philosophy,Perform activities within each of the four aforementioned philosophies and explain how they satisfy the principles of the given philosophy,"
Software Testing and Automation,https://www.coursera.org/specializations/software-testing-automation,University of Minnesota,Mike," Software Testing, Software Engineering, Computer Programming, Java Programming, Mobile Development Tools, Web Development, Problem Solving, Data Analysis Software, Programming Principles, System Software, Android Development, HTML and CSS, Mobile Development, Other Web Frameworks, Planning, Web Development Tools, iOS Development",4.3,551,Free,59502,Intermediate,Specialization,3 - 6 Months,,"Distinguish between verification and validation describing the key differences between them.,Distinguish between verification and validation describing the key differences between them.,Write automated functional tests for both front-end and back-end code,Write automated functional tests for both front-end and back-end code,Measure the fault-finding effectiveness of a functional test suite using mutation testing.,Measure the fault-finding effectiveness of a functional test suite using mutation testing.,Defend program correctness through the use of formal methods, specifically proof obligations and model checking.,Defend program correctness through the use of formal methods, specifically proof obligations and model checking.,"
Satisfaction Guaranteed: Develop Customer Loyalty Online,https://www.coursera.org/learn/satisfaction-guaranteed,Google,Google Career Certificates," Digital Marketing, Marketing, Sales, E-Commerce, Social Media",4.8,2770,Free,91248,Beginner,Course,3 - 6 Months,,"Identify common strategies for building customer loyalty in e-commerce,Identify common strategies for building customer loyalty in e-commerce,Successfully manage client relationships and measure satisfaction,Successfully manage client relationships and measure satisfaction,Find, apply for, and prepare for interviews and jobs,Find, apply for, and prepare for interviews and jobs,Put together a portfolio and/or resume to present to employers,Put together a portfolio and/or resume to present to employers,"
React Basics,https://www.coursera.org/learn/react-basics,Meta,Taught by Meta Staff," React (web framework), Front-End Web Development, Javascript, Web Development",4.7,1741,Free,120083,Beginner,Course,3 - 6 Months,,"Use reusable components to render views where data changes over time,Use reusable components to render views where data changes over time,Organize React projects to create more scalable and maintainable websites and apps,Organize React projects to create more scalable and maintainable websites and apps,Use props to pass data between components. Create dynamic and interactive web pages and apps,Use props to pass data between components. Create dynamic and interactive web pages and apps,Use forms to allow users to interact with the app. Build an application in React,Use forms to allow users to interact with the app. Build an application in React,"
Abordaje del riesgo suicida en adolescentes y jóvenes,https://www.coursera.org/learn/abordaje-del-riesgo-suicida-en-adolescentes-y-jvenes,Universidad de Chile,,,4.9,,Free,0,Mixed,Course,3 - 6 Months,,
Reporting extra-financier et stratégie RSE,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,ESSEC Business School,," Strategy, Audit, Strategy and Operations, Change Management, Communication, Finance, Leadership and Management, Regulations and Compliance",4.6,,Free,0,Beginner,Course,3 - 6 Months,,
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals,Google Cloud,Google Cloud Training," Cloud Computing, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Google App Engine, Google Cloud Platform, Kubernetes",4.7,47695,Free,728247,Beginner,Course,3 - 6 Months,,"Identify the purpose and value of Google Cloud products and services.,Identify the purpose and value of Google Cloud products and services.,Define how infrastructure is organized and controlled in Google Cloud,Define how infrastructure is organized and controlled in Google Cloud,Explain how to create a basic infrastructure in Google Cloud,Explain how to create a basic infrastructure in Google Cloud,Select and use Google Cloud storage options,Select and use Google Cloud storage options,,,"
Electronic Music Production,https://www.coursera.org/specializations/electronic-music-production,Berklee,Erin Barra,,4.8,522,Free,17170,Intermediate,Specialization,3 - 6 Months,,"The nature of sound and how natural sound is transformed into an electronic signal that we can record,The nature of sound and how natural sound is transformed into an electronic signal that we can record,How to record, edit, and mix live instruments and MIDI in Ableton Live,How to record, edit, and mix live instruments and MIDI in Ableton Live,How to create custom sounds using a synthesizer and how to integrate those custom sounds for your musical compositions,How to create custom sounds using a synthesizer and how to integrate those custom sounds for your musical compositions,How to record, edit, mix, and add effects to vocal tracks for your electronic music productions,How to record, edit, mix, and add effects to vocal tracks for your electronic music productions,"
"Extract, Transform and Load Data in Power BI",https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,Microsoft, Microsoft," Data Analysis, Data Mining, Extract, Transform, Load, Power BI",4.5,331,Free,28641,Beginner,Course,3 - 6 Months,,"How to set up a data source and explain and configure storage modes in Power BI.,How to set up a data source and explain and configure storage modes in Power BI.,,,How to prepare for data modeling by cleaning and transforming data.,How to prepare for data modeling by cleaning and transforming data.,How to use profiling tools to identify data anomalies.,How to use profiling tools to identify data anomalies.,How to reference queries and dataflows and use the Advanced Editor to modify code. ,How to reference queries and dataflows and use the Advanced Editor to modify code. ,,,"
Microsoft Azure Security Engineer Associate (AZ-500),https://www.coursera.org/professional-certificates/microsoft-azure-security-engineer-associate,Microsoft, Microsoft,,4.5,26,Free,3573,Intermediate,Professional Certificate,3 - 6 Months,,"Use Azure Active Directory to create and manage users, manage authentication, and implement identity protection and governance. ,Use Azure Active Directory to create and manage users, manage authentication, and implement identity protection and governance. ,Implement perimeter, network, host, and container security and services such as Azure Key Vault to secure the platform and applications. ,Implement perimeter, network, host, and container security and services such as Azure Key Vault to secure the platform and applications. ,Secure data by implementing storage security, data sovereignty, database monitoring, encryption, & data masking using tools like Defender for Cloud.,Secure data by implementing storage security, data sovereignty, database monitoring, encryption, & data masking using tools like Defender for Cloud.,Manage security operations with Microsoft Defender and use monitoring tools such as Azure Resource Monitor and Azure Monitor Application Insights.,Manage security operations with Microsoft Defender and use monitoring tools such as Azure Resource Monitor and Azure Monitor Application Insights.,"
